seed,outcome,success,episode_length,total_reward,detected,detection_time,intercept_time,min_enemy_soldier_dist,min_defender_enemy_dist,final_enemy_soldier_dist,final_defender_enemy_dist,enemy_speed,defender_speed,detection_radius,intercept_radius,threat_radius
518,intercepted,1,21,376.8666,1,16,21,3.621902,0.7966671,5.8803067,0.7966671,12.0,18.0,15.0,2.5,2.0
519,soldier_caught,0,25,202.43015,1,14,-1,1.5216591,3.3268142,1.5216591,10.979974,12.0,18.0,15.0,2.5,2.0
520,soldier_caught,0,14,85.73039,1,10,-1,1.2262244,5.166204,1.2262244,9.753127,12.0,18.0,15.0,2.5,2.0
521,intercepted,1,19,271.46338,1,10,19,3.5474749,1.7416041,6.949718,1.7416041,12.0,18.0,15.0,2.5,2.0
522,intercepted,1,22,313.1092,1,10,22,2.2377295,1.8336167,5.5756774,1.8336167,12.0,18.0,15.0,2.5,2.0
523,unsafe_intercept,0,18,112.17209,1,12,-1,3.01384,1.4459076,3.01384,1.4459076,12.0,18.0,15.0,2.5,2.0
524,soldier_caught,0,27,54.60675,1,5,-1,1.7508777,2.889773,1.7508777,7.191219,12.0,18.0,15.0,2.5,2.0
525,soldier_caught,0,17,202.46664,1,13,-1,1.7403706,3.6336234,1.7403706,9.514756,12.0,18.0,15.0,2.5,2.0
526,soldier_caught,0,21,150.21329,1,15,-1,0.89235544,3.3722053,0.89235544,3.5988476,12.0,18.0,15.0,2.5,2.0
527,intercepted,1,16,271.73914,1,7,16,3.6506708,2.297983,4.66499,2.297983,12.0,18.0,15.0,2.5,2.0
528,intercepted,1,11,278.86078,1,10,11,7.467403,1.7606509,7.467403,1.7606509,12.0,18.0,15.0,2.5,2.0
529,soldier_caught,0,27,124.61853,1,11,-1,0.9589631,3.0113623,0.9589631,3.0113623,12.0,18.0,15.0,2.5,2.0
530,intercepted,1,16,301.04767,1,15,16,6.228048,1.2688217,6.228048,1.2688217,12.0,18.0,15.0,2.5,2.0
531,intercepted,1,15,381.83743,1,11,15,2.853952,2.3077192,4.426149,2.3077192,12.0,18.0,15.0,2.5,2.0
532,intercepted,1,14,340.89905,1,13,14,6.3031735,2.0369585,6.3031735,2.0369585,12.0,18.0,15.0,2.5,2.0
533,soldier_caught,0,22,113.40523,1,7,-1,0.9255365,2.861824,0.9255365,3.3538485,12.0,18.0,15.0,2.5,2.0
534,soldier_caught,0,26,132.04118,1,12,-1,1.8919051,3.6772265,1.8919051,6.7528653,12.0,18.0,15.0,2.5,2.0
535,soldier_caught,0,23,88.64923,1,12,-1,1.32252,2.6601677,1.32252,2.6601677,12.0,18.0,15.0,2.5,2.0
536,soldier_caught,0,22,130.66896,1,12,-1,1.9585475,3.1138244,1.9585475,4.3059673,12.0,18.0,15.0,2.5,2.0
537,soldier_caught,0,31,139.12851,1,15,-1,1.0908605,3.9922092,1.0908605,5.26427,12.0,18.0,15.0,2.5,2.0
538,intercepted,1,20,406.08508,1,12,20,2.8855867,1.7743939,5.0156155,1.7743939,12.0,18.0,15.0,2.5,2.0
539,intercepted,1,18,327.671,1,14,18,13.229353,1.3054744,13.533521,1.3054744,12.0,18.0,15.0,2.5,2.0
540,intercepted,1,12,317.765,1,8,12,11.989789,1.2214905,12.043988,1.2214905,12.0,18.0,15.0,2.5,2.0
541,soldier_caught,0,42,72.994995,1,8,-1,0.9114534,2.9474592,0.9114534,6.4218163,12.0,18.0,15.0,2.5,2.0
542,intercepted,1,14,282.27277,1,13,14,11.683502,2.4729612,11.683502,2.4729612,12.0,18.0,15.0,2.5,2.0
543,intercepted,1,10,259.3007,1,9,10,6.755848,2.4147553,6.755848,2.4147553,12.0,18.0,15.0,2.5,2.0
544,soldier_caught,0,33,181.65671,1,12,-1,1.6627594,2.5196054,1.6627594,4.922778,12.0,18.0,15.0,2.5,2.0
545,soldier_caught,0,30,131.38322,1,9,-1,0.70807594,2.92864,0.70807594,7.967138,12.0,18.0,15.0,2.5,2.0
546,soldier_caught,0,16,111.3002,1,7,-1,1.3176299,2.7501903,1.3176299,9.344856,12.0,18.0,15.0,2.5,2.0
547,soldier_caught,0,13,94.033646,1,8,-1,1.9719847,5.6199393,1.9719847,6.809517,12.0,18.0,15.0,2.5,2.0
548,soldier_caught,0,23,69.57739,1,9,-1,1.0446581,2.9208024,1.0446581,5.956633,12.0,18.0,15.0,2.5,2.0
549,intercepted,1,14,301.54474,1,8,14,3.853384,1.7176976,3.853384,1.7176976,12.0,18.0,15.0,2.5,2.0
550,soldier_caught,0,17,151.27351,1,14,-1,1.5866505,5.6144547,1.5866505,6.7600894,12.0,18.0,15.0,2.5,2.0
551,soldier_caught,0,19,105.15765,1,11,-1,0.6987374,1.0278662,0.6987374,1.0278662,12.0,18.0,15.0,2.5,2.0
552,soldier_caught,0,16,94.19154,1,10,-1,1.9917868,3.3407557,1.9917868,4.3746934,12.0,18.0,15.0,2.5,2.0
553,intercepted,1,26,306.2297,1,10,26,2.9390442,0.9813234,6.2297525,0.9813234,12.0,18.0,15.0,2.5,2.0
554,intercepted,1,12,323.59503,1,8,12,6.096463,1.7827754,6.096463,1.7827754,12.0,18.0,15.0,2.5,2.0
555,soldier_caught,0,17,166.06723,1,13,-1,1.5594524,4.4349155,1.5594524,8.632469,12.0,18.0,15.0,2.5,2.0
556,soldier_caught,0,16,89.364334,1,7,-1,1.0828576,4.360612,1.0828576,8.881767,12.0,18.0,15.0,2.5,2.0
557,unsafe_intercept,0,15,61.040894,1,8,-1,2.264294,2.4673655,2.264294,2.4673655,12.0,18.0,15.0,2.5,2.0
558,intercepted,1,13,286.00153,1,12,13,7.2681518,2.361519,7.2681518,2.361519,12.0,18.0,15.0,2.5,2.0
559,intercepted,1,21,323.27148,1,12,21,2.3739362,2.0707953,7.388134,2.0707953,12.0,18.0,15.0,2.5,2.0
560,soldier_caught,0,19,137.61717,1,16,-1,1.8368691,5.2263494,1.8368691,5.2263494,12.0,18.0,15.0,2.5,2.0
561,unsafe_intercept,0,16,68.25189,1,9,-1,3.1021276,2.0391214,3.2218785,2.0391214,12.0,18.0,15.0,2.5,2.0
562,soldier_caught,0,16,177.2189,1,10,-1,1.7501128,2.7032864,1.7501128,3.170975,12.0,18.0,15.0,2.5,2.0
563,intercepted,1,18,365.35455,1,9,18,3.6616118,1.1641771,5.059899,1.1641771,12.0,18.0,15.0,2.5,2.0
564,intercepted,1,18,254.06863,1,8,18,2.4987395,2.4404795,4.64977,2.4404795,12.0,18.0,15.0,2.5,2.0
565,soldier_caught,0,11,39.11415,1,8,-1,1.8895421,5.1119065,1.8895421,5.1119065,12.0,18.0,15.0,2.5,2.0
566,intercepted,1,10,283.72882,1,9,10,7.538672,1.4211266,7.538672,1.4211266,12.0,18.0,15.0,2.5,2.0
567,intercepted,1,16,330.5758,1,10,16,2.01046,0.5546498,4.189855,0.5546498,12.0,18.0,15.0,2.5,2.0
568,soldier_caught,0,22,168.46744,1,17,-1,1.6939002,3.0352366,1.6939002,3.0352366,12.0,18.0,15.0,2.5,2.0
569,soldier_caught,0,25,125.424774,1,19,-1,0.44679216,3.0960994,0.44679216,7.767878,12.0,18.0,15.0,2.5,2.0
570,intercepted,1,18,344.9541,1,15,18,10.630377,2.4237084,10.630377,2.4237084,12.0,18.0,15.0,2.5,2.0
571,soldier_caught,0,30,95.69075,1,7,-1,1.6075764,3.4363878,1.6075764,6.0123544,12.0,18.0,15.0,2.5,2.0
572,soldier_caught,0,13,125.51015,1,9,-1,1.9167793,5.4570456,1.9167793,8.600388,12.0,18.0,15.0,2.5,2.0
573,intercepted,1,18,350.6257,1,14,18,6.172513,2.171636,6.172513,2.171636,12.0,18.0,15.0,2.5,2.0
574,intercepted,1,14,304.2694,1,13,14,9.84975,0.7882176,9.84975,0.7882176,12.0,18.0,15.0,2.5,2.0
575,soldier_caught,0,16,82.97923,1,11,-1,1.8993692,4.6693115,1.8993692,7.7542615,12.0,18.0,15.0,2.5,2.0
576,soldier_caught,0,23,85.412674,1,14,-1,1.835645,3.4663806,1.835645,5.950356,12.0,18.0,15.0,2.5,2.0
577,unsafe_intercept,0,25,96.60971,1,16,-1,2.413464,2.084626,2.413464,2.084626,12.0,18.0,15.0,2.5,2.0
578,unsafe_intercept,0,32,18.309937,1,12,-1,2.9003708,2.2509832,2.9003708,2.2509832,12.0,18.0,15.0,2.5,2.0
579,soldier_caught,0,14,156.96011,1,12,-1,1.7583947,3.008871,1.7583947,11.765054,12.0,18.0,15.0,2.5,2.0
580,soldier_caught,0,24,135.79863,1,15,-1,1.7317317,2.2002664,1.7317317,2.2002664,12.0,18.0,15.0,2.5,2.0
581,soldier_caught,0,14,183.39288,1,11,-1,1.9501517,3.3724344,1.9501517,3.3724344,12.0,18.0,15.0,2.5,2.0
582,intercepted,1,10,313.27557,1,9,10,8.464067,1.0224948,8.464067,1.0224948,12.0,18.0,15.0,2.5,2.0
583,soldier_caught,0,37,80.36511,1,10,-1,0.7663043,4.024415,0.7663043,13.084494,12.0,18.0,15.0,2.5,2.0
584,unsafe_intercept,0,10,57.0981,1,8,-1,3.1330068,1.1365681,3.1330068,1.1365681,12.0,18.0,15.0,2.5,2.0
585,intercepted,1,15,395.04453,1,11,15,14.689992,2.1248882,14.689992,2.1248882,12.0,18.0,15.0,2.5,2.0
586,intercepted,1,14,310.88153,1,11,14,6.061138,2.3504574,6.061138,2.3504574,12.0,18.0,15.0,2.5,2.0
587,soldier_caught,0,21,92.483185,1,12,-1,0.11478898,3.5627308,0.11478898,3.5627308,12.0,18.0,15.0,2.5,2.0
588,soldier_caught,0,22,173.52057,1,13,-1,1.5153506,3.0236385,1.5153506,4.4367743,12.0,18.0,15.0,2.5,2.0
589,soldier_caught,0,13,132.06792,1,9,-1,1.516847,3.6694794,1.516847,10.888515,12.0,18.0,15.0,2.5,2.0
590,intercepted,1,13,285.61386,1,8,13,5.893888,1.8027376,7.1461635,1.8027376,12.0,18.0,15.0,2.5,2.0
591,soldier_caught,0,18,87.97833,1,14,-1,1.9242984,3.4021738,1.9242984,9.240986,12.0,18.0,15.0,2.5,2.0
592,intercepted,1,14,390.6256,1,11,14,4.599371,1.2521138,5.4764514,1.2521138,12.0,18.0,15.0,2.5,2.0
593,soldier_caught,0,35,184.2565,1,18,-1,1.6852605,2.778187,1.6852605,7.6020765,12.0,18.0,15.0,2.5,2.0
594,unsafe_intercept,0,12,70.22255,1,8,-1,2.2399049,2.0235403,2.2399049,2.0235403,12.0,18.0,15.0,2.5,2.0
595,intercepted,1,23,351.45813,1,14,23,6.1105313,2.2385132,7.077111,2.2385132,12.0,18.0,15.0,2.5,2.0
596,unsafe_intercept,0,18,21.482864,1,11,-1,2.604927,1.8194307,3.289586,1.8194307,12.0,18.0,15.0,2.5,2.0
597,intercepted,1,18,309.7309,1,14,18,12.431685,1.4446427,12.431685,1.4446427,12.0,18.0,15.0,2.5,2.0
598,soldier_caught,0,15,178.02625,1,12,-1,1.1218597,3.5492873,1.1218597,3.5492873,12.0,18.0,15.0,2.5,2.0
599,intercepted,1,10,272.647,1,9,10,5.4164605,1.5706314,5.4164605,1.5706314,12.0,18.0,15.0,2.5,2.0
600,soldier_caught,0,30,213.11963,1,19,-1,0.8306727,3.0666885,0.8306727,9.319675,12.0,18.0,15.0,2.5,2.0
601,intercepted,1,15,345.97168,1,14,15,4.4399443,2.1525126,4.4399443,2.1525126,12.0,18.0,15.0,2.5,2.0
602,intercepted,1,10,333.44952,1,9,10,8.62917,1.6236714,8.62917,1.6236714,12.0,18.0,15.0,2.5,2.0
603,soldier_caught,0,19,85.68686,1,10,-1,1.5372728,2.9050882,1.5372728,6.945764,12.0,18.0,15.0,2.5,2.0
604,intercepted,1,15,381.29327,1,14,15,7.7541013,2.3949227,7.7541013,2.3949227,12.0,18.0,15.0,2.5,2.0
605,soldier_caught,0,28,107.71742,1,10,-1,1.0274037,2.9315217,1.0274037,12.742629,12.0,18.0,15.0,2.5,2.0
606,soldier_caught,0,12,152.66136,1,9,-1,1.9665296,4.4637136,1.9665296,4.848788,12.0,18.0,15.0,2.5,2.0
607,soldier_caught,0,10,95.49609,1,7,-1,1.7949334,2.7273433,1.7949334,6.3599267,12.0,18.0,15.0,2.5,2.0
608,soldier_caught,0,24,137.42226,1,16,-1,1.2655191,3.1511972,1.2655191,8.894746,12.0,18.0,15.0,2.5,2.0
609,intercepted,1,17,332.47446,1,13,17,15.554032,1.7734236,15.554032,1.7734236,12.0,18.0,15.0,2.5,2.0
610,intercepted,1,9,325.95264,1,7,9,6.1000156,0.4957789,6.1000156,0.4957789,12.0,18.0,15.0,2.5,2.0
611,intercepted,1,22,271.06396,1,12,22,2.2444313,2.0000749,5.4551835,2.0000749,12.0,18.0,15.0,2.5,2.0
612,soldier_caught,0,13,74.99286,1,10,-1,0.30137378,3.573533,0.30137378,7.4495087,12.0,18.0,15.0,2.5,2.0
613,soldier_caught,0,14,126.28096,1,10,-1,1.1731737,5.5673428,1.1731737,7.651771,12.0,18.0,15.0,2.5,2.0
614,intercepted,1,13,392.31747,1,11,13,4.028984,0.6405362,5.0324035,0.6405362,12.0,18.0,15.0,2.5,2.0
615,soldier_caught,0,20,109.397,1,10,-1,1.2851684,2.6250024,1.2851684,8.883624,12.0,18.0,15.0,2.5,2.0
616,intercepted,1,12,331.38187,1,12,12,8.76684,2.0563207,8.76684,2.0563207,12.0,18.0,15.0,2.5,2.0
617,soldier_caught,0,14,127.61786,1,8,-1,1.0201141,4.227406,1.0201141,4.7291174,12.0,18.0,15.0,2.5,2.0
618,soldier_caught,0,22,60.356796,1,8,-1,0.47726744,3.299327,0.47726744,9.419665,12.0,18.0,15.0,2.5,2.0
619,soldier_caught,0,14,72.07257,1,8,-1,1.7640113,5.1171346,1.7640113,10.4501705,12.0,18.0,15.0,2.5,2.0
620,intercepted,1,17,328.0203,1,13,17,8.352628,1.5156503,8.352628,1.5156503,12.0,18.0,15.0,2.5,2.0
621,intercepted,1,18,273.83203,1,12,18,2.1603906,2.2382853,3.830359,2.2382853,12.0,18.0,15.0,2.5,2.0
622,soldier_caught,0,18,173.61606,1,13,-1,1.1352625,4.4828153,1.1352625,7.628692,12.0,18.0,15.0,2.5,2.0
623,soldier_caught,0,14,89.54935,1,11,-1,1.0757277,4.103213,1.0757277,7.9819665,12.0,18.0,15.0,2.5,2.0
624,intercepted,1,27,360.90695,1,15,27,2.042217,2.3615189,4.312335,2.3615189,12.0,18.0,15.0,2.5,2.0
625,intercepted,1,8,219.87003,1,7,8,12.6792345,0.7554387,12.6792345,0.7554387,12.0,18.0,15.0,2.5,2.0
626,soldier_caught,0,18,121.43118,1,12,-1,0.974596,5.071396,0.974596,5.071396,12.0,18.0,15.0,2.5,2.0
627,soldier_caught,0,13,90.15662,1,7,-1,1.5031395,2.8295655,1.5031395,7.428534,12.0,18.0,15.0,2.5,2.0
628,soldier_caught,0,18,73.53047,1,9,-1,1.8343248,3.727777,1.8343248,3.727777,12.0,18.0,15.0,2.5,2.0
629,intercepted,1,19,389.3602,1,12,19,3.5191803,2.1262941,4.5845466,2.1262941,12.0,18.0,15.0,2.5,2.0
630,soldier_caught,0,41,189.29724,1,13,-1,1.4550878,2.9253218,1.4550878,4.808842,12.0,18.0,15.0,2.5,2.0
631,intercepted,1,27,326.3297,1,11,27,2.1115644,2.083513,6.1474876,2.083513,12.0,18.0,15.0,2.5,2.0
632,soldier_caught,0,12,91.93489,1,8,-1,1.2863058,3.679587,1.2863058,8.908491,12.0,18.0,15.0,2.5,2.0
633,unsafe_intercept,0,25,-12.425934,1,7,-1,2.5897524,2.3689926,2.5897524,2.3689926,12.0,18.0,15.0,2.5,2.0
634,intercepted,1,16,325.34564,1,12,16,3.5784726,1.6788757,3.5784726,1.6788757,12.0,18.0,15.0,2.5,2.0
635,soldier_caught,0,17,102.44974,1,14,-1,1.9931514,4.643079,1.9931514,4.643079,12.0,18.0,15.0,2.5,2.0
636,intercepted,1,27,352.1243,1,13,27,2.5933306,1.0541184,5.79666,1.0541184,12.0,18.0,15.0,2.5,2.0
637,soldier_caught,0,13,138.70267,1,12,-1,1.5776823,5.6249585,1.5776823,5.6249585,12.0,18.0,15.0,2.5,2.0
638,unsafe_intercept,0,15,36.253662,1,7,-1,2.4441624,2.3063934,3.3553224,2.3063934,12.0,18.0,15.0,2.5,2.0
639,unsafe_intercept,0,21,92.312256,1,13,-1,2.3313086,0.7324729,2.9940689,0.7324729,12.0,18.0,15.0,2.5,2.0
640,intercepted,1,19,329.32578,1,17,19,4.286608,1.0466605,4.286608,1.0466605,12.0,18.0,15.0,2.5,2.0
641,unsafe_intercept,0,23,133.21292,1,12,-1,2.026729,2.150078,3.161846,2.150078,12.0,18.0,15.0,2.5,2.0
642,unsafe_intercept,0,20,65.971954,1,17,-1,3.4239304,1.1168957,3.4239304,1.1168957,12.0,18.0,15.0,2.5,2.0
643,soldier_caught,0,14,158.49341,1,9,-1,1.7724181,4.3753643,1.7724181,4.5794353,12.0,18.0,15.0,2.5,2.0
644,soldier_caught,0,11,100.220245,1,9,-1,1.646073,2.6182215,1.646073,2.6182215,12.0,18.0,15.0,2.5,2.0
645,intercepted,1,59,279.24786,1,10,59,2.3166938,0.7945076,4.1292553,0.7945076,12.0,18.0,15.0,2.5,2.0
646,soldier_caught,0,12,111.4774,1,8,-1,0.9560639,4.2164874,0.9560639,7.2742357,12.0,18.0,15.0,2.5,2.0
647,soldier_caught,0,17,112.66254,1,14,-1,1.0920837,6.1412683,1.0920837,6.1412683,12.0,18.0,15.0,2.5,2.0
648,soldier_caught,0,27,108.36653,1,12,-1,0.3993813,4.0060883,0.3993813,6.4409957,12.0,18.0,15.0,2.5,2.0
649,soldier_caught,0,42,135.83638,1,15,-1,1.463805,2.514975,1.463805,7.1302805,12.0,18.0,15.0,2.5,2.0
650,unsafe_intercept,0,13,4.3902283,1,7,-1,2.21929,1.8370484,2.21929,1.8370484,12.0,18.0,15.0,2.5,2.0
651,intercepted,1,18,316.29327,1,10,18,2.2647605,2.440353,4.754954,2.440353,12.0,18.0,15.0,2.5,2.0
652,soldier_caught,0,15,150.01376,1,11,-1,0.77932614,2.0972102,0.77932614,2.0972102,12.0,18.0,15.0,2.5,2.0
653,soldier_caught,0,23,109.94238,1,12,-1,1.7964944,4.518777,1.7964944,7.011645,12.0,18.0,15.0,2.5,2.0
654,soldier_caught,0,17,158.19754,1,14,-1,1.8328611,5.9768395,1.8328611,6.333722,12.0,18.0,15.0,2.5,2.0
655,soldier_caught,0,25,194.92877,1,14,-1,1.838241,4.094659,1.838241,6.338077,12.0,18.0,15.0,2.5,2.0
656,intercepted,1,14,337.11395,1,10,14,7.143427,2.414395,7.143427,2.414395,12.0,18.0,15.0,2.5,2.0
657,intercepted,1,11,265.38422,1,10,11,3.6392472,1.6438174,3.6392472,1.6438174,12.0,18.0,15.0,2.5,2.0
658,intercepted,1,16,307.74164,1,15,16,8.051045,2.1225038,8.051045,2.1225038,12.0,18.0,15.0,2.5,2.0
659,soldier_caught,0,18,191.25354,1,14,-1,1.1506504,1.4762,1.1506504,1.4762,12.0,18.0,15.0,2.5,2.0
660,intercepted,1,23,381.85092,1,19,23,10.461512,1.2583338,10.461512,1.2583338,12.0,18.0,15.0,2.5,2.0
661,soldier_caught,0,16,90.47131,1,10,-1,1.3552932,3.082934,1.3552932,3.507583,12.0,18.0,15.0,2.5,2.0
662,intercepted,1,25,408.3557,1,15,25,3.150872,1.3254936,6.5790596,1.3254936,12.0,18.0,15.0,2.5,2.0
663,intercepted,1,22,343.06934,1,12,22,2.5249627,1.9586166,5.536061,1.9586166,12.0,18.0,15.0,2.5,2.0
664,intercepted,1,27,294.47998,1,10,27,2.0644288,0.86595064,4.973058,0.86595064,12.0,18.0,15.0,2.5,2.0
665,intercepted,1,31,319.02502,1,11,31,3.0310056,1.7097392,4.192498,1.7097392,12.0,18.0,15.0,2.5,2.0
666,soldier_caught,0,29,104.476364,1,11,-1,1.9456359,3.3091273,1.9456359,7.4998903,12.0,18.0,15.0,2.5,2.0
667,soldier_caught,0,21,135.86961,1,11,-1,0.66386414,3.0595455,0.66386414,10.332101,12.0,18.0,15.0,2.5,2.0
668,soldier_caught,0,30,119.35852,1,7,-1,1.6568335,3.4990208,1.6568335,7.6777554,12.0,18.0,15.0,2.5,2.0
669,intercepted,1,30,374.5409,1,15,30,2.3884728,1.8262403,5.2331,1.8262403,12.0,18.0,15.0,2.5,2.0
670,intercepted,1,10,264.77704,1,9,10,6.331579,1.5950164,6.331579,1.5950164,12.0,18.0,15.0,2.5,2.0
671,intercepted,1,16,401.55618,1,11,16,5.906445,1.9505973,5.906445,1.9505973,12.0,18.0,15.0,2.5,2.0
672,soldier_caught,0,16,63.764114,1,8,-1,1.1644319,3.7955635,1.1644319,5.775302,12.0,18.0,15.0,2.5,2.0
673,soldier_caught,0,26,60.191193,1,8,-1,1.941791,1.7598923,1.941791,1.7598923,12.0,18.0,15.0,2.5,2.0
674,intercepted,1,21,349.47668,1,17,21,12.6235,2.2147913,12.6235,2.2147913,12.0,18.0,15.0,2.5,2.0
675,soldier_caught,0,24,179.01193,1,12,-1,0.7912209,3.5422325,0.7912209,10.445725,12.0,18.0,15.0,2.5,2.0
676,unsafe_intercept,0,11,-36.56803,1,10,-1,3.397467,1.5195879,3.397467,1.5195879,12.0,18.0,15.0,2.5,2.0
677,intercepted,1,11,291.86127,1,7,11,11.106842,1.4475455,11.106842,1.4475455,12.0,18.0,15.0,2.5,2.0
678,soldier_caught,0,14,79.52501,1,8,-1,1.8734933,3.679,1.8734933,6.429865,12.0,18.0,15.0,2.5,2.0
679,intercepted,1,16,374.12335,1,12,16,9.839889,2.3924704,9.839889,2.3924704,12.0,18.0,15.0,2.5,2.0
680,intercepted,1,15,316.7802,1,14,15,8.934886,1.7299379,8.934886,1.7299379,12.0,18.0,15.0,2.5,2.0
681,intercepted,1,21,316.05234,1,11,21,2.177052,1.382306,5.310959,1.382306,12.0,18.0,15.0,2.5,2.0
682,intercepted,1,12,340.75223,1,10,12,4.0277677,2.4257994,4.0277677,2.4257994,12.0,18.0,15.0,2.5,2.0
683,intercepted,1,15,406.2378,1,12,15,5.7939496,1.8777751,5.7939496,1.8777751,12.0,18.0,15.0,2.5,2.0
684,soldier_caught,0,15,93.46097,1,10,-1,1.8838978,1.8598212,1.8838978,1.8598212,12.0,18.0,15.0,2.5,2.0
685,intercepted,1,16,279.59274,1,10,16,2.5095208,1.5363842,5.4996395,1.5363842,12.0,18.0,15.0,2.5,2.0
686,soldier_caught,0,35,73.19931,1,11,-1,1.9474802,3.9047172,1.9474802,6.659222,12.0,18.0,15.0,2.5,2.0
687,intercepted,1,23,387.16562,1,11,23,2.262088,1.0920982,3.6729162,1.0920982,12.0,18.0,15.0,2.5,2.0
688,soldier_caught,0,11,59.96251,1,7,-1,0.60370064,3.2109916,0.60370064,6.432123,12.0,18.0,15.0,2.5,2.0
689,unsafe_intercept,0,30,50.02977,1,10,-1,2.9786687,1.8300232,3.321357,1.8300232,12.0,18.0,15.0,2.5,2.0
690,intercepted,1,22,387.44272,1,12,22,2.7443519,2.4359999,5.3295755,2.4359999,12.0,18.0,15.0,2.5,2.0
691,soldier_caught,0,11,109.14026,1,9,-1,1.486295,3.801896,1.486295,7.1666546,12.0,18.0,15.0,2.5,2.0
692,unsafe_intercept,0,19,108.47003,1,13,-1,3.2907844,1.4416169,3.2907844,1.4416169,12.0,18.0,15.0,2.5,2.0
693,soldier_caught,0,24,136.53873,1,16,-1,0.8691269,3.2869947,0.8691269,8.915997,12.0,18.0,15.0,2.5,2.0
694,intercepted,1,20,297.12842,1,10,20,3.225043,2.4019978,7.631952,2.4019978,12.0,18.0,15.0,2.5,2.0
695,soldier_caught,0,22,79.79002,1,10,-1,1.9129552,0.48220596,1.9129552,0.48220596,12.0,18.0,15.0,2.5,2.0
696,intercepted,1,15,304.54645,1,10,15,5.542422,1.91151,5.542422,1.91151,12.0,18.0,15.0,2.5,2.0
697,intercepted,1,9,260.91345,1,8,9,8.905877,2.3828342,8.905877,2.3828342,12.0,18.0,15.0,2.5,2.0
698,soldier_caught,0,11,135.7267,1,7,-1,0.7457677,3.1016576,0.7457677,6.44341,12.0,18.0,15.0,2.5,2.0
699,soldier_caught,0,32,116.769165,1,10,-1,1.0129436,2.872636,1.0129436,9.216512,12.0,18.0,15.0,2.5,2.0
700,soldier_caught,0,31,114.76181,1,8,-1,1.3193672,2.6844072,1.3193672,5.5914164,12.0,18.0,15.0,2.5,2.0
701,intercepted,1,26,400.5686,1,15,26,2.4937801,0.97466046,5.663377,0.97466046,12.0,18.0,15.0,2.5,2.0
702,intercepted,1,17,322.3701,1,13,17,5.688312,2.387873,5.9124584,2.387873,12.0,18.0,15.0,2.5,2.0
703,intercepted,1,27,313.56958,1,12,27,2.5314777,2.044076,3.6359396,2.044076,12.0,18.0,15.0,2.5,2.0
704,intercepted,1,22,365.4564,1,9,22,2.2862315,2.4406095,5.1144867,2.4406095,12.0,18.0,15.0,2.5,2.0
705,intercepted,1,19,372.78494,1,11,19,2.1168556,1.9712799,4.2581363,1.9712799,12.0,18.0,15.0,2.5,2.0
706,soldier_caught,0,28,109.22781,1,15,-1,1.6886792,3.2329698,1.6886792,7.2371354,12.0,18.0,15.0,2.5,2.0
707,intercepted,1,15,335.4062,1,10,15,2.944271,1.9026655,7.2591777,1.9026655,12.0,18.0,15.0,2.5,2.0
708,soldier_caught,0,20,147.45752,1,15,-1,1.6444448,4.426024,1.6444448,7.1730247,12.0,18.0,15.0,2.5,2.0
709,intercepted,1,14,297.40137,1,10,14,3.2637298,1.0900726,5.3019614,1.0900726,12.0,18.0,15.0,2.5,2.0
710,intercepted,1,19,386.10706,1,14,19,7.553056,1.146664,7.93324,1.146664,12.0,18.0,15.0,2.5,2.0
711,soldier_caught,0,11,137.89967,1,9,-1,1.207806,0.22091013,1.207806,0.22091013,12.0,18.0,15.0,2.5,2.0
712,intercepted,1,13,310.99835,1,12,13,4.638763,1.4576627,4.638763,1.4576627,12.0,18.0,15.0,2.5,2.0
713,unsafe_intercept,0,11,-11.587723,1,10,-1,2.7039967,0.4466142,2.7039967,0.4466142,12.0,18.0,15.0,2.5,2.0
714,soldier_caught,0,24,162.50082,1,13,-1,1.9430733,2.5467987,1.9430733,3.0392578,12.0,18.0,15.0,2.5,2.0
715,intercepted,1,13,369.85538,1,9,13,7.656544,2.0609896,7.808805,2.0609896,12.0,18.0,15.0,2.5,2.0
716,soldier_caught,0,33,158.66711,1,18,-1,0.9569457,3.626643,0.9569457,5.4848366,12.0,18.0,15.0,2.5,2.0
717,soldier_caught,0,17,65.0609,1,9,-1,1.1642072,2.7756944,1.1642072,6.2967963,12.0,18.0,15.0,2.5,2.0
718,intercepted,1,19,305.7909,1,17,19,5.7387896,1.7871951,5.7389827,1.7871951,12.0,18.0,15.0,2.5,2.0
719,soldier_caught,0,16,77.18704,1,7,-1,1.6392175,3.2454178,1.6392175,9.1887045,12.0,18.0,15.0,2.5,2.0
720,soldier_caught,0,18,101.657974,1,9,-1,1.3890586,2.8839047,1.3890586,5.7502184,12.0,18.0,15.0,2.5,2.0
721,soldier_caught,0,18,108.82274,1,9,-1,1.0314069,3.4127324,1.0314069,4.2172914,12.0,18.0,15.0,2.5,2.0
722,soldier_caught,0,14,146.12105,1,12,-1,1.5464655,2.6226814,1.5464655,12.24864,12.0,18.0,15.0,2.5,2.0
723,unsafe_intercept,0,10,58.23329,1,8,-1,3.0416317,1.9589068,3.4829032,1.9589068,12.0,18.0,15.0,2.5,2.0
724,unsafe_intercept,0,15,63.294388,1,9,-1,2.1792877,1.2901496,2.1792877,1.2901496,12.0,18.0,15.0,2.5,2.0
